id,title,year
p10a1ea07bd1dae8c0013f0e0b38fa4bc,On Parallel Search.,
pfb0c6722980a953290e8b0f211786623,"Type Architectures, Shared Memory, and the Corollary of Modest Potential.",
p90e0acf89f0b7391e8ed589ba9f8e409,Compiling for Distributed-Memory Systems.,
pf75e1a603771e849eff903325440a8f1,Approximate Analysis of a Queueing Model with Bursty Traffic.,
p0d9011dc2397da8b6dc06a3b0abd9e97,An Asymptotic Analysis of a Queueing System with Markov-Modulated Arrivals.,
p702a56b13cf05c93b8a68916b17a2cbd,Some Approximate Equilibrium Results for the Multi-Server Queue (M/G/r).,
pc569840d4560d48a24c5dd603a9e9f54,Measurements and Approximations to Describe the Offered Traffic and Predict the Average Workload in a Single-Server Queue.,
pa3623d74e6fbe3f704f55abf1a6aed65,An Approximate Analysis of Sojourn Times in the M/G/1 Queue with Round-Robin Service Discipline.,
pb073343b36986271d7cbe872797c358f,Interpolation Approximations of Sojourn Time Distributions.,
pf75e4f861c78c532225a8449768e1e84,Analysis of Processor Allocation in Large Multiprocessor Systems.,
p373c294c9e88a5af263b72c008758769,The Processor Working Set and Its Use in Scheduling Multipro cessor Systems.,
p014bcab71262abd222191b14422776e6,Making Effective Use of Shared Memory Multiprocessors: The Process Control Approach.,
p85ddef221bca0726a18de2a5c65b6dd0,Reversibility and Stochastic Networks.,
p30295b9d69fdc855c44b1b6fb2692b3a,Leutenegger. Issues in Multiprogrammed Multiprocessor Sharing.,1990.0
p4a70ca3086787506c199d2ce6911b3b6,The Performance of Multiprogrammed Multiprocessor Scheduling Poli cies.,
pd86f54cf08d2ccade500659863769123,Characterisation of programs for scheduling in multiprogrammed parallel systems.,
p50fb0bce31c752af274c661bd3459ae7,Efficient Analysis of Parallel Processor Scheduling Policies.,
p6ee9549617ca3290b68836b2c920796f,Performance Analysis of the EQuipartitioning Parallel Processor Allocation Policy.,
pd928930f982a0951d3b3ee6d49d6dca3,Comparison of Processor Allocation Policies for Parallel Systems.,
pa2267c14840cf311fa96d6fee2f2e8f1,"A Dynamic Processor Allocation Policy for Multiprogrammed, Shared Memory Multiprocessors.",
pa0a1682f626a4b0eb53470af882fdb9a,Scheduling of Large Scientific Applications on Distributed Memory Multiprocessor Systems.,
p14310fa68eedc216433fb054e3c09449,A Performance Evaluation of a General Parallel Processing Model.,
p558b69ac2db409b73c1eabf6bd991f53,Matrix Geometric Solutions in Markov Models A Mathematical Tutorial.,
p2a201d192805045ca9e14d67d1fa62c6,A Performance Evaluation of Several Priority Policies for Parallel Processing Systems.,
pfbaa6e2eae79424ef2be797af10d4695,Performance Analysis of Parallel Processing Systems.,
p425d3cc514ebe55ef60efb880078b7b9,Matrix-Geometric Solutions in Stochastic Models: An Algorithmic Approach.,
pc89e722187616ce9880a352b6dcf2aa4,An Interpolation Approximation for Queueing Systems with Poisson Input.,
p701f27c82e2c04e2bcaedb508290f0d2,A Simulation Based Interpolation Approximation for Queueing Systems.,
p024fc6f9263320da2e29aef4ae1dfb38,"An Approximation Formula L q : = ff fi =(1 ). Annals of the Institute of Statistical Mathematics 29,",
pd7beeea654b0783b3b0bc71598328f3e,Computer System Performance Modeling.,
pefb9d66b33076f06190ed02b4ccb1fb3,"Processor Scheduling on Multiprogrammed,",
p1af57a4efca66de2841dfcd045d66a01,An Analysis of Several Processor Partitioning Policies for Parallel Computers.,
p06a72df6185870bad20996b07459b013,A Comparative Analysis of Static Processor Partitioning Policies for Parallel Computers.,
pb7ff30ad05b127979ee8326feb883311,Estimation of Response Time Characteristics in Priority Queueing Networks via an Interpolation Methodology based on Simulation and Heavy Traffic Limits.,
p56b8b6631b58ddf47e22622cd6805256,MAGIC: A Computer Performance Modeling Tool Based on Matrix-Geometric Tech niques.,
p508c49f2588ea744ca509803d3f3ff8a,Stoyan. Comparison Methods for Queues and Other Stochastic Models.,
pb26b53e6447433aece4a639b0fe13756,An Approximation Formula for the Mean Waiting Time of a M/G/c Queue.,
p4c10a5a618dd4ce7f34b2dc520fa979e,The Connection Machine CM-5 Technical Summary.,
p8dce0f702e5ef8dca0442d430ad4b342,Analysis of Fork-Join Program Response Times on Multi processors.,
p1716b8676eb2c510178f0eb3a403edfc,"Probability and Statistics, with Reliability, Queueing and Computer Science Applications.",
pa3bca370e45a9b15487e4fe3bc683b17,Process Control and Scheduling Issues for Multiprogrammed Shared-Memory Multiprocessors.,
pdabd1a82745477b71a6b3218ec3fc007,Interpolation Approximations for Symmetric Fork-Join Queues.,
p0aee6ef5bbdd8a7bfe00ff15222cf2d1,"The Implications of Cache Affinity on Processor Scheduling for Multipro grammed, Shared Memory Multiprocessors.",
p129d01c85405cada35b5b5007aa4e133,An Interpolation Approximation for the Mean Workload in a GI/G/1 Queue.,
p9a959ebbe876f12cf1552998bc802162,Refining the Diffusion Approximation for the M/G/m Queue.,
pfe2d129245d3d86b330e7056292a11ef,"""Bilinear Separation of Two Sets in n-space"",",
pda1f3f2273a02e73f445420c664b2699,"""Convergence of Interior Point Algorithms for the Monotone Linear Complementarity Problem"",",
pe58385ed3fa5c05b0974d0ed5456db76,"The Linear Complementarity Problem,",
p94ce3c1923d08ed044ff498af77c866e,"""Mathematical Concepts and Techniques for Modelling of Static and Dynamic Systems"",",
pde48d749732a82c29a66edecab3dabc0,"""An Algorithm for Quadratic Programming"",",
p166f3b99408898f2756b17fe0a3e0b07,"""Generalized Linear Complementarity Problems"",",
pdc6edeaab4721ef33635b464ac033326,"""On Approximate Solutions of Systems of Linear Inequalities"",",
pd65f2920b8c081cafa81ad55e2137d1f,"""Error Bounds for Analytic Systems and Their Applications"",",
p2a728c00d747da447ed281bd302eac91,"""Error Bound and the Convergence Analysis of Matrix Splitting Algorithms for the Affine Variational Inequality Problem"",",
pd996658c621caf99f138ab8ec3f9dffb,"""A Condition Number for Linear Inequalities and Linear Programs"",",
p123a8b43b95141edf6d577928765b50d,"""Limiting Behavior of the Deriva-tives of Certain Trajectory Associated With a Monotone Horizontal Linear Complementarity Problem"",",
p5f46ed9513c3ce0cfe6d06584d389140,"""Generalizations of P 0 and P -Properties; Extended Vertical and Horizontal LCP's"", Linear Algebra and its Applications (1994) forthcoming.",
p8c4124ee4387c19d2651b9d63e05d412,"""Reducing Horizontal Linear Complementarity Problems"",",
p11b46fc647e7ac7b483ddec0ef610cd8,"""On the Convergence of a Class of Infeasible Interior-Point Algorithm for the Horizontal Complementarity Problem"",",
p1e646523f37aad4d2eaa78e2cc73b136,On approximate solutions of systems of linear inequalities.,
pd1fb257051f15e5b804d0b4e9cf9df25,A condition number for linear inequalities and linear programs.,
pb448de1a4d1ed18d4237d3c3944df95e,A condition number for differentiable convex inequalities.,
pd54bfce611f1c91e8b1468b1a1e7453c,Error bounds for inconsistent linear inequalities and programs.,
p6f95da40bca3da955819acdb867fe56f,Theory of algorithms for unconstrained optimization.,
p6701cc2acc03292fc26f0a48b17d3735,Application of error bounds for convex programming in a linear space.,
pd7e010bf5b180ab1b29ab7f782d7922b,"""Extending the Scalable Coherent Interface for large-Scale Shard-Memory Multiprocessors,""",
pdf71027a694538102dbfbb988a590032,"""'Hot Spot' Contention and Combining in Multistage Interconnection Networks"",",
p74d50ad10b47fd765868d9ce286f301b,"""Processor interconnection strategies,""",
peb6599e75ed11fa4a0249fe0d245d413,"""The lens interconnection strategy,""",
p2563f329ef54c56c1c058a66d690f393,"""Deadlock-Free Routing in Multiprocessor Interconnection Networks,""",
pbff0cc75e1a585cb60e12485e11e3102,"""Access and Alignment of Data in an Array Processor"",",
pc7bef3471b97854b01cea58a8822c0d9,Dynamic Pointer Allocation for Scalable Cache Coherence Directories.,
pa6c6dfcf37cd05f3f0de1dbd263a7604,"""Performance of Pruning-Cache Directories for Large-Scale Multiprocessors,""",
p0fb8604ab1fd1c8af43969be4dfc8c4a,"""Architectural choices for multi level cache hierarchies,""",
p3d5710056400c29b99b4b714cfde1f89,"Distributed Shared Memory Based on TypeSpecific Memory Coherence,""",
pd6a0599761d3c2d46a2bfb1d4be572df,"""Analysis of Cache Invalidation Patterns in Multiprocessors,""",
pa5021eac4e8d00be35194dc241cddc92,A Case for Networks of Workstations: NOW.,
p8f4c9d01ffeaece206dd6f1e0679cf52,A Language for Distributed Programming.,
pcaac0fb8b2d9bf31b4b9e4e80f04a804,Universal Mechanism for Concurrency.,
pefd97f591b12148f0984eda4133a1c10,Application-Specific Protocols for User-Level Shared Memory.,
ped588113bdaec50f257f45b154cae32b,The CM-5 Connection Machine: A Scalable Supercomputer.,
p9e2d911ed9cb6540c5aa4c5a77846b72,Designing the TFP Microprocessor.,
pa830635be9ff4a56eec12df22a268548,Competitive Snoopy Caching.,
pc6f8dc8db9f47aab1d9e2ff05f67ae25,CRAY T3D: A New Dimension for Cray Research.,
p65113e6f8d1fd8a85bcf74fd1768c8be,Rewriting Executable Files to Measure Program Behavior.,
p5dcdae68cb1f82329ed2d5eb662fd82f,A New Abstraction for Memory System Simulation.,
p1bc2f2d793bc18c930526bb52a505233,NIM 6133 Memory Controller Specification.,
p18e35e3a3860409ba5df57c3da973c6e,A Multiprocessor in a Matchbox.,
p241fc7bc333d9ea6c11a9ee498ae72da,IBM RISC System/6000 processor architecture.,
p766ce995b43f8308707b8e39ceace9e0,Kernel Support for the Wisconsin Wind Tunnel.,
p0863d0985035dbbd0a03fd9eb64dafe2,Fast Interrupt Priority Management in Operating Systems.,
p1d941596145a5c6ec45202b8f029a15a,A New Method for Measuring OS Effects on Memory Architecture Performance.,
p3aba06cd1191aec6cf187546cf7a4c22,Automatic Recognition of Induction Variables and Recurrence Relations by Abstract Interpretation.,
p8a5eb87fa2a190b28ee9ca431129016a,Real time Concurrent Collection on Stock Multiprocessors.,
p7763ce572cde7f7202e69444759b7b34,The Control Mechanism for the Myrias Parallel Computer System.,
p1b51c5f15950cda8e2817f06b8603b6c,A Nested Data-Parallel Language (Version 2.6).,
pb5dccf008f5c75c9179380abc7830fb8,False Shar ing and its Effect on Shared Memory Performance.,
pd06d59b7fc101e0b2e7ec6a2c6e5dadb,Size and Access Inference for Data-Parallel Programs.,
p6a815023d3bc3390dd44c3814189f23c,Distributed Shared Memory with Versioned Objects.,
p70147c8dbae84e43b270b0783fcb38ea,Data-Parallel Programming on MIMD Computers.,
pdcbbe904439375428dd78f1da96e306c,High Performance For tran Language Specification.,
pdd21ed6c295cd40183b1583e057fa833,The Stanford FLASH Multiproces sor.,
p36034c6a0b5c15721fd2377310f87753,"C**: a Large-Grain, Object-Oriented, Data-Parallel Programming Language.",
pc60edba393e2923dfe67ef49f858baf3,Compiling for Shared-Memory and Message-Passing Computers.,
pe253cb378e8eae93ddad39c5aececddb,Improving the Accuracy of Data Race Detection.,
p5cfec3e2b4c372174ff622329deea74b,C*: An Extended C Language for Data Parallel Programming.,
p3dda6e7788bfdc4dfcbf808caac18d7e,The Paralation Model: Architecture Independent Parallel Programming.,
p60bcc386a805049dc2f422afc670bff7,Run Time Parallelization and Scheduling of Loops.,
pdd678f8ef6141227e497c984078fe304,Making Asynchronous Parallelism Safe for the World.,
pe725a69edb95718ca4abf101a5b1b50c,A Scalable Cache Coherence Scheme.,
pa164ff2b1c10139f7452c36b28d5478c,Cache Coherence Protocols for Large Scale Multiprocessors.,
pa89ed8253cfa231ef82b234ec2fd98a8,Efficient Synchronization Primitives for Large-Scale Cache-Coherent Multiprocessors.,
p9e9bd1ba42bb82dcacc98f69bca3b6fd,The Scalable Coherent Interface and Re lated Standards Projects.,
p1905f335d613461b81964be7b727cdff,"The Art of Computer Systems Performance Anal ysis: Techniques for Experimental Design, Measurement, Simulation, and Modeling.",
pbc36434e935a7e0dced2991311ea653b,Efficiently counting program events with support for on-line queries.,
p702b0d776f29ea3a42c5688153ff9d9c,Low overhead path profiling.,
pc235e754eb218c82c41e141b8797dd70,Branch prediction for free.,
p3ac0740b774684bf587fadd64f437957,Optimally profiling and tracing programs.,
p33e28d3acc09ae0bc58312ae87b167f1,Trace selection for compiling large C application programs to microcode.,
pcd16914ed5079b741b5dc4e5778e6b50,Predicting conditional branch directions from previous runs of a program.,
pfb8f0eacbd02e4b6e1b971b7b22a5ebd,Reducing overhead in counter-based execution profiling.,
pe05a7087cfe7ee388ef3d13583a53589,Machine-independent executable editing.,
p9b41382796a7a4b7ff4b26da8ad45131,Improving the accuracy of static branch prediction using branch correlation.,
p234efff194a182f35959b325a71eddfd,Fortran at Ten Gigaflops: The Con nection Machine Convolution Compiler.,
p8868b959a009e997f974f3a26bb97c48,Restructuring a Parallel Simulation to Im prove Cache Behavior in a Shared-Memory Multiprocessor: A First Experience.,
pa7ad523441c56907156bfead0e88f2f5,12 (a) go (b) Other benchmarks,
p9549b03b82398823ff3321e8686d9412,Algorithms for finding patterns in strings.,
p93647c80b191fc91d70efca20c320bbe,Path-sensitive value-flow analysis.,
p2fd450acc441b47469765e5b9511ccb9,Interprocedural conditional branch elimination.,
pac9e56a8ae5dcc5894f68b254e60dedc,Refining data flow information using infeasible paths.,
p3c11863be0bffe91f26b4f4dfa54e1d1,Complete removal of redundant computations.,
pd4049ea647fb105cf66d99246f0bdcc2,Efficient path profiling.,
p383f9e5f982b7e78ab45cc58bf0eaefb,Describing an algorithm by hopcroft.,
p251b917698993ea1f5d8d8e927db4d84,Applications of feasible path analysis to program testing.,
pb955b001b62bfbf40fd652da1a0d21a5,Qualified data flow problems.,
pd557c497744754a707044f6eb7661568,Avoiding conditional branches by code replication.,
p256edf1c47e603e020f56c84ea34c319,Data flow frequency analysis.,
p3d8bfec730c4517e2f9cb43cb6ebf576,An overview of the SUIF compiler system.,
p7f74b3d9aa044b0ba652a35a4d05b297,Mobility Problems in Bounded Stokes Flow by Boundary Integral Methods.,
pff1549ed32d2953b50765bd58101f04c,"Parallel Computational Microhydrodynamics: Scalable Load-Balancing Strategies. Engineering Analysis with Boundary Elements,",
p3091d945fc2d341037b98ba2fc4c705a,Amdahl. Validity of the Single-Processor Approach to Achieving Large Scale Computing Capabilities.,
p8b0e0f1d799ac75696bb2fad77d33886,Transport Properties of Two-Phase Materials with Random Structure.,
p5b73e265990a163ce691209ae220d598,Parallel and Distributed Computation Numerical Methods.,
pffc8693ad86eab0b3d4c20b8cff05937,Transport Phenomena.,
p0a48808d62874a59792b80a78e144f6f,Second-order Boundary Element Method Calculations of Hydrodynamic Interactions between Particles in Close Proximity.,
pf86bed4022a7a148e456b019ec89b117,Dielectric Enhancement due to Electrochemical Double Layer: Thin Double Layer Approximation.,
p940a27bffd86f3c1d769d7024494d9da,Probalistic Analysis of Packing and Partitioning Algorithms.,
p357808a4cd8d87e4f46af0e0f3419ff8,Introduction to Split-C Version 1.0.,
pb45674dd24f996d9232d6ac3210f36fd,Very High-speed Computers.,
p9635c15f7d9a506f21d3a18b2706851f,Foundations of Modern Analysis.,
p7de603f0af421367ae56d5142f42e1f9,Parallel Computational Strategies for Multiparticle Systems in Stokes Flow.,
p40195ffba3075392f0462d5d00c74a15,Parallel Computational Microhydrodynamics: Communication Scheduling Strategies.,
p8ac5c31582fefdfa3647547c4775b89a,Mobility Functions for Two Unequal Viscous Drops in Stokes Flow. I. Axisymmetric Motions.,
pf1d7d83df5b033c2bb76db5662874667,Mobility Functions for Two Unequal Viscous Drops in Stokes Flow. II. Asymmetric Motions.,
pac6aaf2a26ad7dad24468634217a5a5b,Boundary Integral Equation Methods for Thin Particles in Stokes Flow.,
pe5dff9c41760e53a3b926ec625c1b5c4,Bounds on Multiprocessing Timing Anomalies.,
p51dda17c4d4a35907da86d97bdbcfef0,A New Era in Computation.,
p2a092ddadc8c52f0b12793c5240e6b72,Cache Considerations for Multiprocessor Programmers.,
p0b13e59f72ab879d6d7212cc9282711b,Classical Electrodynamics.,
p796c45b051869f6a6b4e9bf0e8eef118,"Conduction through a Random Suspension of Spheres. Proc.Roy.Soc.Lond., A 335(355),",
pe6ddcb55d78f95127378262e0ced2d42,Linear Operator Theory Applied to Fast Computational Strategies for Particle Interactions in Viscous Flows.,
p1fed77ea8645042a5b976a588aa5318c,Parallel Computational Strategies for Hydrodynamic Interactions between Rigid Particles of Arbitrary Shape in a Viscous Fluid.,
p3942912c9ee80bf4d652c4badf117b61,Integral Equations of the Second Kind for Stokes Flow: Direct Solution for Physical Variables and Removal of Inherent Accuracy Limitations.,
p3d13bd902799e1f2efcc31121af69457,Dynamic Simulation of Electrorheological Suspensions.,
p087e19a15dd503d72f3c6aee61b80aa5,On the Effective Transport Properties of Composite Materials.,
p30f528de4fa3d377ffc10ed924e17df0,Effective Thermal Conductivity of Composites Containing Spheroidal Inclusions.,
pb548f275425c2cf75ced32085a17c8dd,Malvern. Introduction to the Mechanics of a Continuous Medium.,
pe4c8c65dfc6044f7426239f938a52c94,Boundary Integral Equation Methods for Polyhedra in Stokes Flow.,
p7272ae5a68eccc4c71c93285e8918164,Electricity and Magnetism.,
p777509a1de5167a42573ad223c81547d,Mobility and Stresslet Functions of Particles with Rough Surfaces in Viscous Fluids: A Numerical Study.,
pb8b249c2d486791e55040d4f24c5b0fd,Microstructures in Elastic Media.,
p5857b980a8b373bcdd31ce13e9c55135,Second Kind Integral Equation Formulation of Stokes' Flows past a Particle of Arbitrary Shape.,
p0b3f1cc5b904d6bde0eb00999c9b1878,Linear Operator Methods in Chemical Engineering.,
p6ffc496165c42651a2e3387f79ed8682,Gaussian Quadrature Formulas.,
p6eead3296ba28051ca13a2413f15cf77,Solving Microstructure Electrostatics with MIMD Parallel Supercomputers and Split-C.,
p2c129a6c7d055f90134960358a808461,Solving Microstructure Electrostatics on a Proposed Parallel Computer.,
p0475ff9c855a9235c1cc5f9727e7dfc1,Mathematica.,
pc52d87329acc6b38ca5a55ed7fc6b8e4,Effective Conductivities of Composite Materials Composed of Cubic Arrangements of Spherical Particles Embedded in an Isotropic Matrix.,
paded29e2133d8216f4e6017839a72740,Also in:,
p8f634f9910310c3fecdee7bdf051564d,"`A layer architecture for the integration of rules, inheritance, and constraints', in Integration of Declarative Paradigms,",
p6aa60cc03d52d63bdad5eb639b0d1e8b,"Muggleton,",
pe8b4c85b178889cc4110e1da5f944efc,"an ILP theory revision system',",
p4d5d467c8493ae6ad0a7db75bc313320,"`Non-monotonic learning',",
p949dee641460d660ccab9f33689d1f6d,"A hybrid knowledge representation and compilation laboratory',",
pdc6d87c72d2adc1795007fc9b0414672,"`Knowledge-based refinement of knowledge based systems',",
pd16c4425711c1e4866d6f325cd7c3fa7,"`Refinement in response to validation',",
pc07d91df57fc3a986c28bb65742c1043,"`Belief updating from integrity constraints and queries',",
p2721e4fac9c74f5a9b34d90d7ce3c288,"`A unifying framework for concept-learning algorithms',",
pc3680b7c0625e20fd41a8cf8ef1a52ee,"`Revising and Updating a Corporate Memory',",
pee9df17a5596c167acf6bfc2fd526eb0,"`Knowledge-Base Evolution for Product and Production Planning',",
p672dcacd25783064f6f176129f9b946c,"A description logic with expressive concrete domains',",
p945b4e2cd43159ff4d1b309b920d9d35,"`Knowledge sharing and knowledge evolution',",
p9b84fca70c102b42624bcf1a678443c5,"`Product and Knowledge Conserving with the Design Support System KONUS',",
p253d1d49ca58ba5f847cbb08b80393f1,"`Expert system validation through knowledge base refinement',",
pe2005b4cec757ad24f683f8f57e10aab,"`Batch versus incremental theory refinement',",
pd30538d1e9acae56d4fc58e434c70bfb,"`Constructive induction in theory refinement',",
p7236ed0c6dc832d9a3897cb872779828,"`Integrating ILP and EBL',",
p43317aeb7244cfc35451922334e02770,"Knowledge Acquisition and Machine Learning: Theory, Methods and Applications,",
pef418d2a807d0b2ddfc8a717812a0543,"`Inverse entailment and progol',",
pe4aa201d3d647e8154e05dff66f62cff,"`Inductive logic programming: Theory and methods',",
p1b1f18a8b1033a1940628419f9dfe2c9,"`Theory refinement combining analytical and empirical methods',",
p1f5cb907f66b124afdee9b442bbf995a,"`Automated refinement of first-order horn-clause domain theories',",
p38d90a40949ebe8d28bf2237df380fd0,"`Multistrategy learning and theory revision',",
p8c9bf35188ae0b152e433d5a2c827c17,"`A glance at revision and updating in knowledge bases',",
pa987851e8fe8cb0f232fcfdbce8eed71,"`Rulebase stratification: An approach to theory restructuring',",
p55cd8e703bbe4c8c7c5c161747030b4c,"`Miles | Eine Programmierumge-bung fur die Induktive Logische Programmierung',",
p9c1ecbec202b8f4f20d9071d2ab03471,"`Refining a relational theory with multiple faults in the concept and subconcepts',",
p65817f01fcd82c3851248d1367e0f557,"`Learning from an approximate theory and noisy examples',",
pad8c2a9ca1470905aa2ccd1edec2c6dd,"Tecuci, `Cooperation in knowledge base refinement',",
p6995dc14930ee187f7e6acbd3a313083,"The interaction of theory and similarity in rule induction', in Concept Formation: Knowledge and Experience in Unsupervised Learning,",
pcdaec754e7e58a8ce7a6320e6432671e,"`A methodology for evaluating theory revision systems: Results with audrey ii',",
pd903ff78a8c92f7c984cafaa0b468429,"`On the proper definition of minimality in specialization and theory revision',",
p842270b4c5ba1b77950fbda1447d3bf6,"Concept Formation and Knowledge Revision,",
p69a142357e48877607d727c6b2db4cff,(Special Issue on Evaluating and Changing Representation).,
p5f7ac86da704eeb0aa6cd2c1ab296405,A terminological knowledge representation system with complete inference algorithm.,
p4d1d47eef3c091c490ff57eec6d01f96,Moshe 1984. A proof procedure for data dependencies.,
pb9c22bf1e2c226ace5be59766a831f73,Decidable reasoning in terminological knowledge representation systems.,
pcb18f6b65968a038286c02ecd18eb345,Moshe 1992. On the equivalence of recursive and nonrecursive datalog programs.,
p2239105a9dd1feaa7eecfbe7e1b6d5ae,Horn clauses and database dependencies.,
p14ad4926683ed527f24584840f3c93ff,Keith 1993. Inconsistency and redundancy checking for quasi-first-order-logic knowledge bases.,
pc0abff68904470ad8ed89e400d4030f4,Allen 1988. Knowledge base reduction: A new approach to checking knowledge bases for inconsistency and redundancy.,
p59a17646ff10de549b19a16cc1d4ea54,The inference problem for template dependencies.,
p8e8cc6e9c575b3a997be7862a033c608,On conjunctive queries containing inequalities.,
pfd7fb99592bf2aeed1e3608dc4b705bf,Marie-Christine 1996a. CARIN: a representation language integrating rules and description logics.,
p0f318a51c959c493d2d5a0445918ed8b,Marie-Christine 1996b. The limits on combining recursive horn rules and description logics.,
p771c6a0ac8a92236091a9fe35374dd8b,Yehoshua 1995. Semantic query optimization in datalog programs.,
pc3c7cdbd1e80139b73351907e54f8d46,Marie-Christine 1993. Formal verification of knowledge bases focused on consistency: Two experiments based on ATMS techniques.,
p95342ac08495224297719a416d2de38c,Knowledge formal specifications for formal verification: a proposal based on the integration of different logical formalisms.,
p40f7676715b2e7c8b87aa63146edc8c0,Equivalence among relational expressions with the union and difference operators.,
p9b680df869734d9465b16e5eb18b9788,Wayne 1995. A tool for testing confluence of production rules.,
p63a803caeb3cc86088e8ba9353fd3f96,Oded 1987. Decidability and expressiveness aspects of logic queries.,
p88023a0aa6fef2acbedf87bbae306492,The Complexity of Querying Indefinite Information: Defined Relations Recursion and Linear Order.,
pab7149d1ad8337abb8a97d6d1bdf1513,Moshe 1984. The implication and finite implication problems for typed template dependencies.,
p2a9e765200183bde66393c0f6ff3a80b,Mark 1993. Knowledge base reduction for verifying rule bases containing equations.,
p1d16d30fb6042a1f0a9b8bee8d5e7c97,Algebric dependencies.,
p5be1c2a789d08fb09379054cb2115a48,"Integrated knowledge-basedsystem design and validation for solving problems in uncertain environments,",
p83ce3a93a561a165d9a58855d2394d0f,"A decision-table-based processor for checking completeness and consistency in rule-based expert systems,",
p5007b8bb6ec864be62ce80d20df1215b,"Logical foundations for knowledge-based control systems. Knowledge representation, reasoning and theoretical properties.",
p6effe67ed193f2e7a62c6ed9cb6b1fcd,"Backward dual resolution. Direct proving of generalization, A chapter in:",
p774d754f656c8c408d692b07db35ec00,"A note on backward dual resolution and its application to proving completeness of rule-based systems,",
pc2a48782e5eed79552eafdb7e854a7ec,"A note on logical analysis of rule-based control systems,",
p00909187ff309910ccb9009487d6ccf1,"An approach to logical support for design of complete rule-based control systems,",
p9a580b9e4d7050d4cdceeed6255993ae,"Logical foundations for knowledge-based control systems. Part I: Language and reasoning,",
pda329615d61c98a7b453114db4a5d4a3,"Logical foundations for knowledge-based control systems. Part II: Representation of states, transformations and analysis of theoretical properties,",
pf51320b4af0e47a9e67c492af238503a,"Towards design of complete rule-based control systems,",
pd44c1bd30270d7e165af6b2597d83f9c,Towards Logical Analysis of Rule-Based Systems. Quality and Reliability Verification.,
p5b48da0a2e187795afe0c697dff3d180,"Issues in the verification of knowledge in rule-based systems,",
pbb6dee49f62aeb65a7b87b520c6f8766,"Checking an expert systems knowledge base for consistency and completeness,",
pe7766108214845d56c8d3ff07f04f3af,Validating expert system perfor mance.,
p7bf46e260b2055bf2d29447d1e9af8fd,"Rough Sets. Theoretical Aspects of Reasoning about Data,",
pdb3c45516a1678fcc1877aab46503d6a,"|em Topics in expert system design,",
pecf877f5f55d2767290db2577888a78f,"A Safety Analysis of the Airbus A320 Braking System Design, A M.Sc.",
p5c46d067a994627ed7da9008fb146971,"|em Rule-based expert systems,",
p6a06eea32a93df0c6f9dfffc8b5091d3,"Verification, testing, and validation of rule-based expert systems,",
p32b3c5c68640888108d3fd4208108caa,"A logical foundations for Verification,",
p3ee797da7c914aa39ea7c9b8951b9187,Yet Another Production System.,
p3667a67f94aa3aab9f4c793979be6850,Evaluating the CooperA Experiment : The Transition from an Expert System Module to a Distributed Artificial Intelligence Testbed for Cooperating Expert Systems.,
paa20c14e17d0bad531be3c928c579f25,A Multi-Agent Testbed for Heterogeneous Agents.,
pddf7d38f9f6291b8f642161337ee26f6,A Testbed for Classifying and Designing Actor Languages in the Smalltalk-80 Environment.,
pa3541959ad1ea60bae28e01b7fd99d93,Cooperative Problem Solving Guided by Intentions and Perception.,
pf589a8f88b1f55980a9c306e271c162b,Rational Agents Testbed for Multi-Agent Networks.,
pbe98c839942b056968afd6afaa6ccc60,Trial by Fire: Requirements for Agents in Complex Environments.,
p8759c920486c8c6c697451e0c3d31501,A Goal-Directed Hearsay-II Architecture: Unifying Data and Goal-Directed Control.,
pc56ec9cbd6c9e1f3f5f5dd7ca80d3342,The MCS Multi-Agent Testbed: Developments and Experiments.,
pefeb5e6e5a7cc4f8afa45e84167dd1cd,Simulating Societies.,
pd8e1bcea77d21d27ef0154376e04ef8d,Cooperation Through Communication in a Distributed Problem Solving Network.,
pfafebd28ea4187a77d97a39ef32cf66c,Knowledge Sharing Technology Project Overview.,
p214c097aecbb34167411afbc858e3823,An Overview of KQML: A Knowledge Query and Manipulation Language.,
p3d7894281b5372b6f814151af61a146f,A Flexible Testbed for Distributed AI Research.,
p7af8bbb6d6895bed557d531499b99ada,Knowledge Interchange Format Reference Manual.,
pe72c91a75dcd31cada675dcc7bb9a052,The PHOENIX Testbed.,
p3b7c39e36f7ee0c91a21fe5dcdf28dbb,"Benchmarks, Testbeds, Controlled Experimentation, and the Design of Agent Architectures.",
pf6fdc4722dea1c27eb054d53c8b260b1,Design and Implementation of ARCHON's Coordination Module. In S.M.,
p86baa04fd2e362d516b8831461a9ecfd,Joint Intentions as a Model of Multi-Agent Cooperation.,
pf33e5ab5872937cd3ece2e249d8d3ef1,Using Joint Responsibility to Coordinate Collaborative Problem Solving in Dynamic Environments.,
p5d71c5234869e7b280021e276d16f3df,The Distributed Vehicle Monitoring Testbed: A Tool for Investigating Distributed Problem-Solving networks.,
p14a7ffa6f6498968cc678262829ba5f9,MICE Users Guide.,
p927319a18005fb7018e52e0175883a6b,The TRUCKWORLD Manual.,
p43e8573ffad33dda5c72af3806f1904e,Manufacturing Experience with the Contract Net.,
p7806c191609de8b436eb18539fc57c1a,Designing Conventions for Automated Negotiation.,
p6577737ce65e847cae000f31988e6b8d,Speech Acts: An Essay on the Philosophy of Language.,
p034747aa80de3a0cede027f53a6099fb,Toward a Theory of Communication and Cooperation for Multiagent Planning.,
